0.325000	1.111405	1.111405
0.328125	1.113676	1.113676
0.331250	1.115973	1.115973
0.334375	1.118297	1.118297
0.337500	1.120647	1.120647
0.340625	1.123024	1.123024
0.343750	1.125429	1.125429
0.346875	1.127860	1.127860
0.350000	1.130319	1.130319
0.353125	1.132805	1.132805
0.356250	1.135319	1.135319
0.359375	1.137861	1.137861
0.362500	1.140431	1.140431
0.365625	1.143029	1.143029
0.368750	1.145655	1.145655
0.371875	1.148310	1.148310
0.375000	1.150993	1.150993
0.378125	1.153705	1.153705
0.381250	1.156446	1.156446
0.384375	1.159216	1.159216
0.387500	1.162016	1.162016
0.390625	1.164845	1.164845
0.393750	1.167703	1.167704
0.396875	1.170592	1.170592
0.400000	1.173511	1.173511
0.403125	1.176460	1.176460
0.406250	1.179439	1.179439
0.409375	1.182449	1.182449
0.412500	1.185490	1.185490
0.415625	1.188562	1.188562
0.418750	1.191665	1.191665
0.421875	1.194800	1.194800
0.425000	1.197966	1.197966
0.428125	1.201164	1.201164
0.431250	1.204394	1.204394
0.434375	1.207656	1.207656
0.437500	1.210951	1.210951
0.440625	1.214279	1.214279
0.443750	1.217639	1.217639
0.446875	1.221033	1.221033
0.450000	1.224460	1.224460
0.453125	1.227921	1.227921
0.456250	1.231415	1.231415
0.459375	1.234944	1.234944
0.462500	1.238506	1.238507
0.465625	1.242104	1.242104
0.468750	1.245736	1.245736
0.471875	1.249403	1.249403
0.475000	1.253105	1.253106
0.478125	1.256843	1.256844
0.481250	1.260617	1.260617
0.484375	1.264427	1.264427
0.487500	1.268273	1.268273
0.490625	1.272155	1.272156
0.493750	1.276075	1.276075
0.496875	1.280031	1.280032
0.500000	1.284025	1.284025
0.503125	1.288057	1.288057
0.506250	1.292126	1.292126
0.509375	1.296233	1.296234
0.512500	1.300379	1.300380
0.515625	1.304564	1.304564
0.518750	1.308788	1.308788
0.521875	1.313051	1.313051
0.525000	1.317353	1.317354
0.528125	1.321696	1.321696
0.531250	1.326079	1.326079
0.534375	1.330502	1.330502
0.537500	1.334966	1.334967
0.540625	1.339471	1.339472
0.543750	1.344018	1.344019
0.546875	1.348607	1.348607
0.550000	1.353237	1.353238
0.553125	1.357910	1.357911
0.556250	1.362626	1.362626
0.559375	1.367385	1.367385
0.562500	1.372187	1.372188
0.565625	1.377033	1.377034
0.568750	1.381923	1.381924
0.571875	1.386858	1.386858
0.575000	1.391837	1.391838
0.578125	1.396862	1.396862
0.581250	1.401932	1.401932
0.584375	1.407048	1.407048
0.587500	1.412210	1.412211
0.590625	1.417419	1.417419
0.593750	1.422675	1.422675
0.596875	1.427978	1.427978
0.600000	1.433329	1.433329
0.603125	1.438728	1.438729
0.606250	1.444176	1.444176
0.609375	1.449672	1.449673
0.612500	1.455218	1.455219
0.615625	1.460814	1.460814
0.618750	1.466460	1.466460
0.621875	1.472156	1.472157
0.625000	1.477903	1.477904
0.628125	1.483702	1.483703
0.631250	1.489553	1.489554
0.634375	1.495456	1.495457
0.637500	1.501412	1.501412
0.640625	1.507420	1.507421
0.643750	1.513483	1.513484
0.646875	1.519599	1.519600
0.650000	1.525770	1.525771
0.653125	1.531996	1.531997
0.656250	1.538278	1.538279
0.659375	1.544615	1.544616
0.662500	1.551009	1.551010
0.665625	1.557460	1.557461
0.668750	1.563968	1.563969
0.671875	1.570533	1.570535
0.675000	1.577158	1.577159
0.678125	1.583841	1.583842
0.681250	1.590583	1.590585
0.684375	1.597386	1.597387
0.687500	1.604249	1.604250
0.690625	1.611172	1.611174
0.693750	1.618158	1.618159
0.696875	1.625205	1.625206
0.700000	1.632315	1.632316
0.703125	1.639488	1.639489
0.706250	1.646725	1.646726
0.709375	1.654026	1.654027
0.712500	1.661391	1.661393
0.715625	1.668822	1.668824
0.718750	1.676320	1.676321
0.721875	1.683883	1.683885
0.725000	1.691514	1.691516
0.728125	1.699213	1.699214
0.731250	1.706980	1.706981
0.734375	1.714816	1.714817
0.737500	1.722721	1.722723
0.740625	1.730697	1.730699
0.743750	1.738744	1.738746
0.746875	1.746862	1.746864
0.750000	1.755053	1.755055
0.753125	1.763316	1.763318
0.756250	1.771653	1.771655
0.759375	1.780064	1.780066
0.762500	1.788550	1.788552
0.765625	1.797111	1.797113
0.768750	1.805749	1.805751
0.771875	1.814464	1.814466
0.775000	1.823256	1.823258
0.778125	1.832126	1.832129
0.781250	1.841076	1.841079
0.784375	1.850106	1.850108
0.787500	1.859216	1.859219
0.790625	1.868408	1.868410
0.793750	1.877681	1.877684
0.796875	1.887038	1.887041
0.800000	1.896478	1.896481
0.803125	1.906003	1.906006
0.806250	1.915613	1.915616
0.809375	1.925309	1.925312
0.812500	1.935092	1.935095
0.815625	1.944962	1.944965
0.818750	1.954922	1.954924
0.821875	1.964970	1.964973
0.825000	1.975109	1.975112
0.828125	1.985339	1.985342
0.831250	1.995660	1.995663
0.834375	2.006075	2.006078
0.837500	2.016583	2.016587
0.840625	2.027186	2.027190
0.843750	2.037885	2.037888
0.846875	2.048680	2.048683
0.850000	2.059572	2.059576
0.853125	2.070563	2.070567
0.856250	2.081653	2.081657
0.859375	2.092843	2.092847
0.862500	2.104135	2.104139
0.865625	2.115529	2.115533
0.868750	2.127026	2.127030
0.871875	2.138627	2.138631
0.875000	2.150334	2.150338
0.878125	2.162147	2.162151
0.881250	2.174067	2.174071
0.884375	2.186096	2.186100
0.887500	2.198234	2.198238
0.890625	2.210483	2.210487
0.893750	2.222843	2.222848
0.896875	2.235316	2.235321
0.900000	2.247903	2.247908
0.903125	2.260605	2.260610
0.906250	2.273424	2.273429
0.909375	2.286359	2.286364
0.912500	2.299413	2.299418
0.915625	2.312587	2.312592
0.918750	2.325882	2.325887
0.921875	2.339299	2.339304
0.925000	2.352839	2.352844
0.928125	2.366504	2.366509
0.931250	2.380294	2.380300
0.934375	2.394212	2.394218
0.937500	2.408258	2.408264
0.940625	2.422434	2.422440
0.943750	2.436741	2.436747
0.946875	2.451180	2.451187
0.950000	2.465753	2.465760
0.953125	2.480461	2.480468
0.956250	2.495306	2.495313
0.959375	2.510288	2.510295
0.962500	2.525410	2.525417
0.965625	2.540672	2.540680
0.968750	2.556077	2.556084
0.971875	2.571625	2.571633
0.975000	2.587319	2.587326
0.978125	2.603159	2.603166
0.981250	2.619147	2.619155
0.984375	2.635284	2.635292
0.987500	2.651573	2.651581
0.990625	2.668015	2.668023
0.993750	2.684611	2.684620
0.996875	2.701363	2.701372
1.000000	2.718273	2.718282
