0.003125	1.000010	1.000010
0.006250	1.000039	1.000039
0.009375	1.000088	1.000088
0.012500	1.000156	1.000156
0.015625	1.000244	1.000244
0.018750	1.000352	1.000352
0.021875	1.000479	1.000479
0.025000	1.000625	1.000625
0.028125	1.000791	1.000791
0.031250	1.000977	1.000977
0.034375	1.001182	1.001182
0.037500	1.001407	1.001407
0.040625	1.001652	1.001652
0.043750	1.001916	1.001916
0.046875	1.002200	1.002200
0.050000	1.002503	1.002503
0.053125	1.002826	1.002826
0.056250	1.003169	1.003169
0.059375	1.003532	1.003532
0.062500	1.003914	1.003914
0.065625	1.004316	1.004316
0.068750	1.004738	1.004738
0.071875	1.005179	1.005179
0.075000	1.005641	1.005641
0.078125	1.006122	1.006122
0.081250	1.006623	1.006623
0.084375	1.007145	1.007145
0.087500	1.007686	1.007686
0.090625	1.008247	1.008247
0.093750	1.008828	1.008828
0.096875	1.009429	1.009429
0.100000	1.010050	1.010050
0.103125	1.010692	1.010692
0.106250	1.011353	1.011353
0.109375	1.012035	1.012035
0.112500	1.012737	1.012737
0.115625	1.013459	1.013459
0.118750	1.014201	1.014201
0.121875	1.014964	1.014964
0.125000	1.015748	1.015748
0.128125	1.016551	1.016551
0.131250	1.017376	1.017376
0.134375	1.018221	1.018221
0.137500	1.019086	1.019086
0.140625	1.019972	1.019972
0.143750	1.020879	1.020879
0.146875	1.021807	1.021807
0.150000	1.022755	1.022755
0.153125	1.023724	1.023724
0.156250	1.024715	1.024715
0.159375	1.025726	1.025726
0.162500	1.026758	1.026758
0.165625	1.027811	1.027811
0.168750	1.028886	1.028886
0.171875	1.029982	1.029982
0.175000	1.031099	1.031099
0.178125	1.032237	1.032237
0.181250	1.033397	1.033397
0.184375	1.034579	1.034579
0.187500	1.035782	1.035782
0.190625	1.037006	1.037006
0.193750	1.038253	1.038253
0.196875	1.039521	1.039521
0.200000	1.040811	1.040811
0.203125	1.042123	1.042123
0.206250	1.043457	1.043457
0.209375	1.044813	1.044813
0.212500	1.046191	1.046191
0.215625	1.047592	1.047592
0.218750	1.049015	1.049015
0.221875	1.050460	1.050460
0.225000	1.051928	1.051928
0.228125	1.053419	1.053419
0.231250	1.054932	1.054932
0.234375	1.056468	1.056468
0.237500	1.058027	1.058027
0.240625	1.059609	1.059609
0.243750	1.061215	1.061215
0.246875	1.062843	1.062843
0.250000	1.064494	1.064494
0.253125	1.066169	1.066169
0.256250	1.067868	1.067868
0.259375	1.069590	1.069590
0.262500	1.071336	1.071336
0.265625	1.073105	1.073105
0.268750	1.074899	1.074899
0.271875	1.076716	1.076716
0.275000	1.078558	1.078558
0.278125	1.080424	1.080424
0.281250	1.082314	1.082314
0.284375	1.084229	1.084229
0.287500	1.086168	1.086168
0.290625	1.088132	1.088132
0.293750	1.090121	1.090121
0.296875	1.092135	1.092135
0.300000	1.094174	1.094174
0.303125	1.096238	1.096238
0.306250	1.098328	1.098328
0.309375	1.100443	1.100443
0.312500	1.102584	1.102584
0.315625	1.104750	1.104750
0.318750	1.106942	1.106942
0.321875	1.109161	1.109161
