0.000000	1.000000	1.000000
0.050000	1.000000	1.002503
0.100000	1.005000	1.010050
0.150000	1.015050	1.022755
0.200000	1.030276	1.040811
0.250000	1.050881	1.064494
0.300000	1.077153	1.094174
0.350000	1.109468	1.130319
0.400000	1.148299	1.173511
0.450000	1.194231	1.224460
0.500000	1.247972	1.284025
0.550000	1.310370	1.353238
0.600000	1.382441	1.433329
0.650000	1.465387	1.525771
0.700000	1.560637	1.632316
0.750000	1.669882	1.755055
0.800000	1.795123	1.896481
0.850000	1.938733	2.059576
0.900000	2.103525	2.247908
0.950000	2.292842	2.465760
1.000000	2.510662	2.718282
