0.050000	1.002500	1.002503
0.100000	1.007525	1.010050
0.150000	1.017638	1.022755
0.200000	1.032966	1.040811
0.250000	1.053715	1.064494
0.300000	1.080175	1.094174
0.350000	1.112726	1.130319
0.400000	1.151850	1.173511
0.450000	1.198135	1.224460
0.500000	1.252301	1.284025
0.550000	1.315206	1.353238
0.600000	1.387879	1.433329
0.650000	1.471539	1.525771
0.700000	1.567634	1.632316
0.750000	1.677880	1.755055
0.800000	1.804307	1.896481
0.850000	1.949324	2.059576
0.900000	2.115788	2.247908
0.950000	2.307094	2.465760
1.000000	2.527285	2.718282
